date,day_index,sand_storm_flag,dust_index,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,failure_mode,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
2022-06-02,1308,1,61.3,41.86,52.0,2.031,96.37,8.102,1.003,96.9,3.407,63.15,54.84,0.086,0,0,,224,0,47,normal
2022-06-03,1309,0,12.9,34.69,52.9,2.123,93.1,7.949,1.012,99.95,3.389,62.05,55.77,0.05,0,0,,223,0,48,normal
2022-06-04,1310,0,15.2,39.23,59.2,1.977,94.57,8.01,1.005,99.7,3.443,61.52,54.95,0.05,0,0,,222,0,49,normal
2022-06-05,1311,0,12.7,37.02,56.0,2.066,94.01,8.026,0.986,98.01,3.409,61.92,54.32,0.05,0,0,,221,0,50,normal
2022-06-06,1312,0,8.5,40.02,47.5,2.006,95.89,8.004,1.012,102.19,3.395,62.39,55.94,0.05,0,0,,220,0,51,normal
2022-06-07,1313,0,8.1,39.13,50.1,2.022,94.72,8.035,0.993,103.69,3.401,61.0,55.11,0.05,0,0,,219,0,52,normal
2022-06-08,1314,0,3.3,34.13,55.8,1.949,90.64,7.954,0.992,100.07,3.385,61.12,55.13,0.05,0,0,,218,0,53,normal
2022-06-09,1315,0,14.1,35.49,53.3,2.066,91.36,7.994,1.014,101.82,3.375,60.42,54.92,0.05,0,0,,217,0,54,normal
2022-06-10,1316,0,16.6,34.08,45.8,2.014,93.66,7.885,1.008,100.26,3.393,60.72,54.19,0.05,0,0,,216,0,55,normal
2022-06-11,1317,0,9.7,39.67,44.9,1.938,94.26,8.009,0.999,99.37,3.381,62.67,55.66,0.05,0,0,,215,0,56,normal
2022-06-12,1318,0,16.8,35.51,42.2,1.933,95.15,8.016,1.006,100.46,3.394,62.1,55.02,0.05,0,0,,214,0,57,normal
2022-06-13,1319,0,12.9,42.12,53.0,1.95,96.46,7.876,0.989,101.22,3.372,61.39,54.64,0.05,0,0,,213,0,58,normal
2022-06-14,1320,1,93.0,38.72,42.9,2.087,96.47,7.932,0.981,94.87,3.37,63.31,55.45,0.072,0,0,,212,0,59,normal
2022-06-15,1321,0,12.8,38.27,40.7,2.069,94.85,7.984,1.02,99.8,3.366,62.15,55.45,0.05,0,0,,211,0,60,normal
2022-06-16,1322,0,8.0,34.46,53.0,1.93,93.6,7.98,1.005,98.07,3.371,61.22,54.69,0.05,0,0,,210,0,61,normal
2022-06-17,1323,0,13.9,39.18,52.0,1.967,94.44,8.078,0.993,99.76,3.296,62.66,55.26,0.05,0,0,,209,0,62,normal
2022-06-18,1324,0,4.1,38.59,45.5,1.89,95.1,7.904,1.003,100.09,3.379,62.65,55.31,0.05,0,0,,208,0,63,normal
2022-06-19,1325,1,84.6,32.81,45.5,2.029,91.02,8.07,0.996,99.6,3.33,64.54,55.45,0.084,0,0,,207,0,64,normal
2022-06-20,1326,0,11.8,37.97,45.8,2.133,93.76,8.028,1.016,100.81,3.315,61.43,55.96,0.05,0,0,,206,0,65,normal
2022-06-21,1327,0,7.0,40.91,54.0,2.052,95.38,8.033,1.013,101.68,3.399,63.41,55.91,0.05,0,0,,205,0,66,normal
2022-06-22,1328,1,69.4,40.71,48.2,2.099,97.13,8.062,0.992,97.01,3.386,62.94,54.37,0.089,0,0,,204,0,67,normal
2022-06-23,1329,0,6.5,33.65,42.8,2.008,90.94,7.955,1.01,100.38,3.338,62.61,55.46,0.05,0,0,,203,0,68,normal
2022-06-24,1330,0,8.2,32.37,50.9,2.075,89.88,8.094,0.994,98.88,3.335,62.19,55.36,0.05,0,0,,202,0,69,normal
2022-06-25,1331,0,16.1,38.79,40.6,1.936,94.93,7.932,0.997,99.72,3.356,61.28,53.52,0.05,0,0,,201,0,70,normal
2022-06-26,1332,0,2.4,37.45,52.3,2.083,93.32,8.02,1.012,100.14,3.355,61.86,54.47,0.05,0,0,,200,0,71,normal
2022-06-27,1333,0,3.1,37.65,58.6,2.034,94.03,7.997,0.986,100.58,3.376,62.17,55.3,0.05,0,0,,199,0,72,normal
2022-06-28,1334,0,3.8,41.23,47.0,1.977,96.17,7.982,1.008,100.48,3.337,61.65,54.91,0.05,0,0,,198,0,73,normal
2022-06-29,1335,0,4.2,38.45,53.2,2.008,96.43,8.018,1.008,99.9,3.314,63.33,55.74,0.05,0,0,,197,0,74,normal
2022-06-30,1336,0,1.8,39.03,45.8,2.033,94.28,8.029,0.984,100.65,3.359,62.21,54.56,0.05,0,0,,196,0,75,normal
2022-07-01,1337,0,1.5,38.24,65.0,2.031,93.16,7.945,1.001,102.04,3.36,61.42,54.79,0.05,0,0,,195,0,76,normal
2022-07-02,1338,0,5.9,41.15,76.8,2.051,95.93,8.025,0.991,99.66,3.33,83.18,53.91,0.05,0,0,,194,0,77,normal
2022-07-03,1339,0,2.7,38.32,62.6,1.995,94.69,7.927,0.999,99.82,3.34,62.13,54.5,0.05,0,0,,193,0,78,normal
2022-07-04,1340,0,3.2,33.68,78.9,1.877,93.34,7.995,0.988,100.0,3.3,62.66,55.35,0.05,0,0,,192,0,79,normal
2022-07-05,1341,1,98.0,42.28,55.9,2.057,97.1,8.037,0.992,98.13,3.348,62.81,54.78,0.085,0,0,,191,0,80,normal
2022-07-06,1342,1,67.3,34.29,76.6,2.149,94.43,7.937,0.987,99.07,3.351,63.23,55.7,0.072,0,0,,190,0,81,normal
2022-07-07,1343,0,10.2,42.01,76.3,1.935,95.61,8.07,0.987,99.92,3.394,63.05,54.83,0.05,0,0,,189,0,82,normal
2022-07-08,1344,0,11.5,40.08,64.1,2.003,96.42,8.069,0.985,99.21,3.298,63.21,54.43,0.05,0,0,,188,0,83,normal
2022-07-09,1345,0,13.8,40.76,70.0,1.967,94.5,8.061,1.019,100.17,3.352,61.99,54.7,0.05,0,0,,187,0,84,normal
2022-07-10,1346,0,14.9,42.94,65.7,1.986,95.24,8.006,0.985,99.17,3.317,62.87,55.39,0.05,0,0,,186,0,85,normal
2022-07-11,1347,0,10.8,39.2,63.4,2.15,93.85,7.886,0.986,99.85,3.294,61.8,54.57,0.05,0,0,,185,0,86,normal
2022-07-12,1348,0,9.1,40.07,79.9,2.006,95.3,8.083,1.009,99.41,3.385,62.47,55.41,0.05,0,0,,184,0,87,normal
2022-07-13,1349,0,7.7,37.62,69.5,2.016,93.77,8.058,1.007,100.55,3.277,61.23,54.87,0.05,0,0,,183,0,88,normal
2022-07-14,1350,0,7.3,39.19,77.1,1.965,93.59,7.994,0.999,99.68,3.284,62.91,55.23,0.05,0,0,,182,0,89,normal
2022-07-15,1351,0,4.9,44.03,76.0,1.999,97.31,8.012,0.985,99.64,3.345,62.03,55.09,0.05,0,0,,181,0,90,normal
2022-07-16,1352,0,6.8,43.1,65.5,1.936,96.31,8.017,1.017,99.87,3.306,62.77,53.65,0.05,0,0,,180,0,91,normal
2022-07-17,1353,0,17.0,44.59,67.8,2.023,97.68,8.046,1.004,99.15,3.371,63.8,55.41,0.05,0,0,,179,0,92,normal
2022-07-18,1354,0,16.0,39.92,71.1,1.961,95.75,8.095,0.991,98.27,3.312,63.55,54.83,0.05,0,0,,178,0,93,normal
2022-07-19,1355,0,9.1,41.48,58.1,1.931,96.59,8.042,1.005,100.3,3.331,63.2,54.6,0.05,0,0,,177,0,94,normal
2022-07-20,1356,0,19.8,37.91,57.5,2.098,93.21,7.981,1.001,100.53,3.372,63.63,54.99,0.05,0,0,,176,0,95,normal
2022-07-21,1357,0,1.7,36.8,64.7,1.945,92.96,7.956,0.996,100.42,3.339,62.52,54.65,0.05,0,0,,175,0,96,normal
2022-07-22,1358,0,15.0,38.04,70.3,2.078,92.32,8.046,0.987,98.81,3.349,65.11,55.22,0.05,0,0,,174,0,97,normal
2022-07-23,1359,0,5.6,34.3,65.5,2.062,90.96,8.026,1.024,99.52,3.324,63.78,54.53,0.05,0,0,,173,0,98,normal
2022-07-24,1360,0,18.9,41.3,61.4,2.079,96.13,7.995,0.992,100.01,3.285,62.09,55.19,0.05,0,0,,172,0,99,normal
2022-07-25,1361,0,18.4,37.04,68.0,1.955,92.42,7.991,1.003,99.47,3.282,63.86,55.45,0.05,0,0,,171,0,100,normal
2022-07-26,1362,0,1.5,38.28,69.6,2.016,95.08,8.004,1.002,100.69,3.352,63.17,55.71,0.05,0,0,,170,0,101,normal
2022-07-27,1363,0,9.6,45.66,65.0,1.941,98.47,8.022,0.993,100.13,3.324,63.08,54.91,0.05,0,0,,169,0,102,normal
2022-07-28,1364,0,1.0,40.42,58.2,2.012,96.57,7.97,0.991,99.62,3.296,63.29,55.68,0.05,0,0,,168,0,103,normal
2022-07-29,1365,0,7.8,42.89,76.3,2.077,98.4,8.07,1.005,99.25,3.279,63.42,54.48,0.05,0,0,,167,0,104,normal
2022-07-30,1366,0,1.5,38.52,59.6,1.998,94.43,8.006,1.012,99.25,3.304,61.51,54.1,0.05,0,0,,166,0,105,normal
2022-07-31,1367,0,18.2,43.22,73.3,2.019,97.26,8.047,0.999,100.04,3.264,63.91,55.02,0.05,0,0,,165,0,106,normal
2022-08-01,1368,0,2.1,36.69,90.6,1.931,92.17,8.03,1.014,98.91,3.298,62.92,54.74,0.05,0,0,,164,0,107,normal
2022-08-02,1369,0,6.3,34.66,86.0,2.011,93.09,7.918,0.986,99.24,3.286,63.21,54.58,0.05,0,0,,163,0,108,normal
2022-08-03,1370,0,1.1,38.76,74.9,1.989,94.27,7.919,0.997,99.6,3.243,63.0,54.88,0.05,0,0,,162,0,109,normal
2022-08-04,1371,0,0.3,37.83,94.6,1.963,94.77,8.016,0.994,99.84,3.3,62.31,54.36,0.05,0,0,,161,0,110,normal
2022-08-05,1372,0,19.7,46.21,95.0,1.978,99.0,7.936,0.994,101.11,3.275,62.79,55.06,0.05,0,0,,160,0,111,normal
2022-08-06,1373,0,15.5,42.53,82.4,2.01,95.51,7.939,0.997,98.75,3.26,63.87,54.56,0.05,0,0,,159,0,112,normal
2022-08-07,1374,0,5.5,37.18,68.9,1.9,93.38,8.01,0.993,100.55,3.282,63.61,55.23,0.05,0,0,,158,0,113,normal
2022-08-08,1375,0,16.9,38.81,90.1,1.938,94.37,7.944,0.987,100.61,3.271,62.9,55.48,0.05,0,0,,157,0,114,normal
2022-08-09,1376,0,17.0,40.14,66.5,1.991,94.31,7.987,0.988,98.43,3.305,63.28,55.22,0.05,0,0,,156,0,115,normal
2022-08-10,1377,0,9.3,41.02,83.9,1.946,95.45,7.972,1.005,99.63,3.217,63.32,54.64,0.05,0,0,,155,0,116,normal
2022-08-11,1378,0,8.1,39.19,86.0,1.943,95.57,7.992,1.011,99.55,3.294,64.26,54.24,0.05,0,0,,154,0,117,normal
2022-08-12,1379,0,12.6,42.01,74.6,1.965,94.82,7.998,0.995,100.02,3.263,63.62,54.49,0.05,0,0,,153,0,118,normal
2022-08-13,1380,0,19.5,36.26,94.5,2.066,92.45,8.005,0.996,100.16,3.241,63.81,54.75,0.05,0,0,,152,0,119,normal
2022-08-14,1381,0,8.0,34.06,81.8,1.982,92.39,8.004,1.001,100.21,3.243,64.34,53.26,0.05,0,0,,151,0,120,normal
2022-08-15,1382,0,18.4,38.35,85.0,2.018,93.86,7.971,0.992,100.77,3.229,64.22,54.96,0.05,0,0,,150,0,121,normal
2022-08-16,1383,0,2.0,36.57,70.9,2.009,94.21,8.059,0.992,100.56,3.225,63.32,55.4,0.05,0,0,,149,0,122,normal
2022-08-17,1384,0,18.1,38.36,73.2,2.0,94.27,7.912,0.99,101.07,3.229,64.26,54.91,0.05,0,0,,148,0,123,normal
2022-08-18,1385,0,4.5,41.66,80.0,2.029,96.13,8.031,1.0,100.25,3.251,63.55,54.31,0.05,0,0,,147,0,124,normal
2022-08-19,1386,0,12.4,40.98,75.0,1.929,96.83,8.083,0.998,99.48,3.209,65.42,55.34,0.05,0,0,,146,0,125,normal
2022-08-20,1387,0,18.2,45.42,91.9,2.009,97.41,8.047,1.003,100.11,3.244,64.39,54.82,0.05,0,0,,145,0,126,normal
2022-08-21,1388,0,2.0,40.96,66.2,1.956,96.26,8.079,0.98,99.83,3.26,63.23,55.28,0.05,0,0,,144,0,127,normal
2022-08-22,1389,0,0.4,38.06,85.1,2.003,94.32,7.961,0.995,99.81,3.233,64.45,56.35,0.05,0,0,,143,0,128,normal
2022-08-23,1390,0,8.9,38.02,93.6,1.959,95.1,7.95,0.993,98.8,3.212,65.21,55.01,0.05,0,0,,142,0,129,normal
2022-08-24,1391,0,0.6,43.01,72.7,1.977,96.48,8.065,0.998,99.18,3.267,62.78,54.35,0.05,0,0,,141,0,130,normal
2022-08-25,1392,0,16.4,43.65,94.5,1.939,98.07,8.02,0.993,98.95,3.226,62.35,54.67,0.05,0,0,,140,0,131,normal
2022-08-26,1393,0,5.1,40.54,66.1,1.968,95.53,8.01,1.004,100.18,3.179,63.73,55.3,0.05,0,0,,139,0,132,normal
2022-08-27,1394,0,6.2,42.19,78.3,2.011,96.2,7.918,1.01,99.89,3.302,63.67,55.47,0.05,0,0,,138,0,133,normal
2022-08-28,1395,0,9.6,42.02,88.4,1.942,96.76,7.981,0.989,99.89,3.204,64.5,54.92,0.05,0,0,,137,0,134,normal
2022-08-29,1396,0,15.8,42.22,86.6,1.948,96.41,7.953,1.006,99.49,3.189,63.91,55.43,0.05,0,0,,136,0,135,normal
2022-08-30,1397,0,0.2,42.01,92.9,2.011,96.36,7.916,1.006,100.65,3.186,64.44,54.57,0.05,0,0,,135,0,136,normal
2022-08-31,1398,0,11.6,37.26,83.5,1.983,94.26,7.986,1.007,99.32,3.232,64.22,55.8,0.05,0,0,,134,0,137,normal
2022-09-01,1399,0,5.8,37.5,74.3,1.964,94.27,7.951,0.987,100.73,3.234,64.11,55.02,0.05,0,0,,133,0,138,normal
2022-09-02,1400,0,18.4,41.78,58.0,1.903,96.4,7.981,1.015,99.87,3.198,64.51,55.0,0.05,0,0,,132,0,139,normal
2022-09-03,1401,0,0.3,44.76,76.4,1.941,95.31,8.076,1.003,101.22,3.267,63.94,54.53,0.05,0,0,,131,0,140,normal
2022-09-04,1402,0,6.2,34.09,59.5,2.071,92.11,7.915,0.978,100.24,3.206,65.29,55.39,0.05,0,0,,130,0,141,normal
2022-09-05,1403,0,12.2,30.35,64.3,1.996,92.24,7.919,1.005,100.56,3.198,64.61,55.0,0.05,0,0,,129,0,142,normal
2022-09-06,1404,0,18.2,34.69,66.3,2.011,93.05,8.012,1.0,99.76,3.262,64.28,55.51,0.05,0,0,,128,0,143,normal
2022-09-07,1405,0,11.8,35.22,83.8,1.912,92.44,8.05,1.009,100.05,3.236,64.91,54.58,0.05,0,0,,127,0,144,normal
2022-09-08,1406,0,9.6,37.35,84.0,2.039,93.1,8.03,0.996,99.42,3.227,65.17,55.47,0.05,0,0,,126,0,145,normal
2022-09-09,1407,0,1.3,39.6,78.7,1.998,95.97,7.958,1.018,99.09,3.221,65.12,54.56,0.05,0,0,,125,0,146,normal
2022-09-10,1408,0,10.2,41.49,60.6,1.918,94.86,8.052,1.01,101.41,3.201,65.1,55.17,0.05,0,0,,124,0,147,normal
2022-09-11,1409,0,4.5,40.02,74.4,2.08,94.6,7.904,1.014,98.98,3.199,63.83,54.31,0.05,0,0,,123,0,148,normal
2022-09-12,1410,0,18.2,32.97,80.0,1.988,91.16,7.959,1.007,98.24,3.177,64.29,54.95,0.05,0,0,,122,0,149,normal
2022-09-13,1411,0,18.7,36.72,64.4,2.026,93.56,7.945,0.996,101.68,3.236,63.94,55.1,0.05,0,0,,121,0,150,normal
2022-09-14,1412,0,18.4,36.7,61.0,2.011,93.5,8.094,0.988,100.53,3.14,63.68,55.91,0.117,0,0,,120,0,151,early_warning
2022-09-15,1413,0,1.9,38.88,62.3,2.027,93.52,7.999,1.018,100.6,3.184,64.59,55.66,0.118,0,0,,119,0,152,early_warning
2022-09-16,1414,0,2.2,40.29,83.4,1.995,95.1,7.941,1.009,100.02,3.268,64.36,54.49,0.167,1,0,,118,0,153,early_warning
2022-09-17,1415,0,13.5,34.68,69.8,1.963,91.99,8.109,0.98,100.44,3.16,63.6,54.55,0.113,0,0,,117,0,154,early_warning
2022-09-18,1416,0,18.1,38.81,84.4,2.022,93.65,8.0,1.005,100.31,3.165,64.34,55.31,0.131,0,0,,116,0,155,early_warning
2022-09-19,1417,0,12.1,40.59,55.4,1.927,94.22,7.978,0.993,100.97,3.196,65.04,55.57,0.115,0,0,,115,0,156,early_warning
2022-09-20,1418,0,11.2,39.17,83.4,2.007,93.02,8.046,1.004,100.32,3.173,65.01,54.63,0.151,1,0,,114,0,157,early_warning
2022-09-21,1419,0,0.0,35.96,67.1,1.971,92.49,7.927,1.001,100.8,3.23,64.62,56.38,0.105,0,0,,113,0,158,early_warning
2022-09-22,1420,0,6.8,35.1,59.0,2.058,92.86,8.03,0.983,100.06,3.134,65.36,55.12,0.135,0,0,,112,0,159,early_warning
2022-09-23,1421,0,15.2,37.86,66.8,2.05,94.78,8.038,1.004,99.63,3.104,64.33,55.67,0.164,1,0,,111,0,160,early_warning
2022-09-24,1422,0,15.5,37.53,74.9,1.966,93.92,8.075,1.016,100.7,3.152,64.89,55.93,0.153,1,0,,110,0,161,early_warning
2022-09-25,1423,0,9.7,38.46,56.0,1.998,94.86,7.972,1.008,101.04,3.15,64.17,55.31,0.106,0,0,,109,0,162,early_warning
2022-09-26,1424,0,6.7,38.97,64.0,2.027,94.64,8.025,1.004,100.7,3.203,64.11,54.78,0.108,0,0,,108,0,163,early_warning
2022-09-27,1425,0,14.6,35.94,59.6,1.917,92.39,8.039,0.989,99.72,3.154,65.77,54.89,0.112,0,0,,107,0,164,early_warning
2022-09-28,1426,0,15.1,35.91,81.4,1.985,94.46,8.001,0.996,99.88,3.193,65.94,55.25,0.157,1,0,,106,0,165,early_warning
2022-09-29,1427,0,8.7,34.81,73.8,1.942,92.64,7.993,0.996,100.72,3.157,65.28,55.14,0.122,0,0,,105,0,166,early_warning
2022-09-30,1428,0,12.7,37.48,65.7,1.947,95.07,8.008,1.006,99.24,3.168,65.53,56.55,0.113,0,0,,104,0,167,early_warning
2022-10-01,1429,0,19.2,28.71,58.8,2.037,89.61,8.069,0.983,98.67,3.118,66.4,53.99,0.138,0,0,,103,0,168,early_warning
2022-10-02,1430,0,11.0,28.48,59.4,2.027,88.58,8.015,0.981,98.39,3.159,64.61,55.55,0.143,0,0,,102,0,169,early_warning
2022-10-03,1431,0,18.1,31.33,65.1,1.969,91.14,7.998,1.003,101.21,3.164,65.61,55.14,0.141,0,0,,101,0,170,early_warning
2022-10-04,1432,0,15.3,30.89,51.9,2.06,90.36,8.002,1.005,99.74,3.155,66.24,55.31,0.115,0,0,,100,0,171,early_warning
2022-10-05,1433,0,3.6,30.11,60.8,2.014,89.68,7.992,1.001,98.24,3.147,64.61,54.92,0.104,0,0,,99,0,172,early_warning
2022-10-06,1434,0,13.3,31.94,51.9,1.995,87.47,8.003,0.99,101.48,3.207,64.94,54.1,0.154,1,0,,98,0,173,early_warning
2022-10-07,1435,0,2.9,35.43,69.4,1.983,93.33,8.062,1.006,100.43,3.163,66.06,55.22,0.146,0,0,,97,0,174,early_warning
2022-10-08,1436,0,10.4,30.84,55.4,1.926,89.57,8.017,0.998,99.39,3.127,65.24,53.98,0.118,0,0,,96,0,175,early_warning
2022-10-09,1437,0,8.6,30.85,53.0,1.953,90.65,7.981,0.999,98.97,3.196,65.89,54.25,0.124,0,0,,95,0,176,early_warning
2022-10-10,1438,0,3.1,29.67,49.3,1.966,90.06,8.089,0.994,100.05,3.122,64.95,54.88,0.125,0,0,,94,0,177,early_warning
2022-10-11,1439,0,2.0,32.03,56.2,2.032,92.23,7.928,1.001,100.9,3.159,64.01,54.72,0.116,0,0,,93,0,178,early_warning
2022-10-12,1440,0,17.3,29.76,50.4,1.922,88.03,8.024,0.988,98.23,3.18,64.58,54.62,0.143,0,0,,92,0,179,early_warning
2022-10-13,1441,0,1.4,34.39,63.6,2.067,91.57,7.942,0.997,100.24,3.496,59.9,55.66,0.141,0,0,,91,1,0,early_warning
2022-10-14,1442,0,9.4,31.43,52.7,1.989,89.86,7.974,0.994,99.01,3.505,60.35,54.76,0.12,0,0,,90,0,1,early_warning
2022-10-15,1443,0,4.6,30.94,52.5,2.033,90.14,8.05,0.993,100.03,3.522,60.11,54.99,0.136,0,0,,89,0,2,early_warning
2022-10-16,1444,0,13.9,30.4,46.1,2.023,90.26,8.016,1.002,99.96,3.482,60.43,55.01,0.15,0,0,,88,0,3,early_warning
2022-10-17,1445,0,19.7,30.99,47.4,2.066,90.73,8.0,1.006,100.18,3.492,59.9,55.74,0.17,1,0,,87,0,4,early_warning
2022-10-18,1446,0,16.4,29.51,57.6,2.053,88.48,8.0,0.994,100.92,3.444,60.2,54.98,0.104,0,0,,86,0,5,early_warning
2022-10-19,1447,0,13.5,28.97,59.5,1.985,88.63,8.05,1.0,98.61,3.479,59.47,54.91,0.121,0,0,,85,0,6,early_warning
2022-10-20,1448,0,10.5,35.32,50.7,2.012,92.66,7.991,1.016,100.96,3.426,61.13,55.8,0.113,0,0,,84,0,7,early_warning
2022-10-21,1449,0,5.1,33.93,48.6,2.079,90.79,7.979,1.0,100.23,3.445,60.66,54.83,0.133,0,0,,83,0,8,early_warning
2022-10-22,1450,0,8.2,31.84,64.9,1.982,90.9,8.122,1.017,98.8,3.52,60.92,54.75,0.157,1,0,,82,0,9,early_warning
2022-10-23,1451,0,11.6,33.09,65.7,1.956,91.7,8.027,0.979,101.42,3.465,59.67,55.18,0.128,0,0,,81,0,10,early_warning
2022-10-24,1452,0,3.6,27.11,66.9,2.013,86.73,7.884,0.995,100.15,3.497,59.83,54.79,0.119,0,0,,80,0,11,early_warning
2022-10-25,1453,0,10.1,33.18,52.5,2.007,92.37,7.997,1.006,101.39,3.489,60.32,55.08,0.129,0,0,,79,0,12,early_warning
2022-10-26,1454,0,15.0,36.37,65.0,2.013,92.91,7.987,1.018,100.48,3.469,60.6,54.66,0.122,0,0,,78,0,13,early_warning
2022-10-27,1455,0,8.8,36.51,54.0,1.944,93.04,7.913,0.996,102.06,3.468,59.41,55.4,0.112,0,0,,77,0,14,early_warning
2022-10-28,1456,0,19.8,34.09,67.5,1.982,91.8,8.033,0.997,100.66,3.442,60.66,55.35,0.101,0,0,,76,0,15,early_warning
2022-10-29,1457,0,9.0,32.18,63.1,1.948,90.8,7.991,0.99,100.53,3.444,60.25,54.64,0.136,0,0,,75,0,16,early_warning
2022-10-30,1458,0,19.3,34.9,45.6,2.025,93.74,7.958,0.994,99.27,3.479,60.42,54.66,0.1,0,0,,74,0,17,early_warning
2022-10-31,1459,0,9.6,27.31,61.1,1.959,88.61,7.993,0.999,100.3,3.454,61.08,55.01,0.127,0,0,,73,0,18,early_warning
2022-11-01,1460,0,6.1,23.44,49.6,2.044,86.45,7.97,1.006,99.65,3.474,60.18,54.26,0.169,1,0,,72,0,19,early_warning
2022-11-02,1461,0,3.8,22.26,59.1,1.995,85.11,8.015,0.997,98.94,3.459,61.16,54.86,0.127,0,0,,71,0,20,early_warning
2022-11-03,1462,0,19.0,21.74,61.8,2.021,86.78,8.024,0.997,100.08,3.437,60.46,55.61,0.155,1,0,,70,0,21,early_warning
2022-11-04,1463,0,5.6,26.64,51.9,1.948,88.59,8.029,1.001,99.5,3.471,59.94,55.08,0.121,0,0,,69,0,22,early_warning
2022-11-05,1464,0,8.8,30.37,62.1,1.913,88.42,8.03,1.01,99.92,3.526,59.85,55.46,0.121,0,0,,68,0,23,early_warning
2022-11-06,1465,0,16.5,25.07,44.7,2.025,89.51,8.0,1.015,99.32,3.426,61.64,55.63,0.112,0,0,,67,0,24,early_warning
2022-11-07,1466,0,6.3,25.51,62.0,2.082,87.17,8.002,1.01,98.87,3.419,60.04,55.14,0.163,1,0,,66,0,25,early_warning
2022-11-08,1467,0,6.5,25.14,42.5,2.037,87.04,7.871,0.977,101.33,3.395,61.02,54.95,0.1,0,0,,65,0,26,early_warning
2022-11-09,1468,0,19.3,27.84,53.1,2.015,87.71,7.977,0.997,97.7,3.44,61.35,55.17,0.131,0,0,,64,0,27,early_warning
2022-11-10,1469,0,18.7,25.89,44.7,2.03,87.54,7.997,1.007,98.42,3.428,60.09,54.66,0.131,0,0,,63,0,28,early_warning
2022-11-11,1470,0,13.8,24.75,50.0,2.004,85.92,8.015,1.002,99.58,3.424,60.3,54.84,0.168,1,0,,62,0,29,early_warning
2022-11-12,1471,0,7.1,20.19,42.8,2.033,84.53,7.948,1.001,101.32,3.502,61.92,54.85,0.135,0,0,,61,0,30,early_warning
2022-11-13,1472,0,9.6,19.4,51.7,2.028,85.12,8.049,1.001,99.07,3.435,61.18,54.42,0.133,0,0,,60,0,31,early_warning
2022-11-14,1473,0,16.4,28.12,56.7,2.027,90.7,8.042,1.017,98.54,3.446,59.37,55.72,0.159,1,0,,59,0,32,early_warning
2022-11-15,1474,0,7.8,18.95,60.0,2.783,85.62,7.974,0.99,101.11,3.438,61.37,54.91,0.17,1,0,,58,0,33,early_warning
2022-11-16,1475,0,16.1,26.26,55.7,1.996,89.02,7.944,1.016,100.65,3.405,60.29,55.64,0.129,0,0,,57,0,34,early_warning
2022-11-17,1476,0,8.7,24.4,56.2,2.052,86.91,7.976,1.013,100.08,3.49,61.23,54.94,0.146,0,0,,56,0,35,early_warning
2022-11-18,1477,0,16.9,27.6,41.8,1.989,90.43,8.058,0.983,100.76,3.375,60.17,55.34,0.164,1,0,,55,0,36,early_warning
2022-11-19,1478,0,11.5,23.11,52.1,2.019,87.24,7.995,1.014,101.26,3.42,62.63,54.63,0.134,0,0,,54,0,37,early_warning
2022-11-20,1479,0,12.4,28.39,45.5,1.995,90.48,7.934,0.992,100.13,3.413,60.14,54.48,0.157,1,0,,53,0,38,early_warning
2022-11-21,1480,0,3.9,21.86,45.4,2.04,84.42,8.029,0.999,100.4,3.421,61.48,55.04,0.145,0,0,,52,0,39,early_warning
2022-11-22,1481,0,1.1,27.51,48.4,1.96,86.88,8.012,0.994,100.96,3.412,60.73,54.82,0.15,1,0,,51,0,40,early_warning
2022-11-23,1482,0,7.2,25.45,51.6,1.921,87.32,7.955,0.984,101.66,3.415,62.14,55.71,0.102,0,0,,50,0,41,early_warning
2022-11-24,1483,0,1.2,26.61,62.6,1.978,88.76,8.003,1.016,102.28,3.404,61.1,54.28,0.115,0,0,,49,0,42,early_warning
2022-11-25,1484,0,13.5,25.63,53.2,1.965,86.52,7.945,0.998,99.86,3.458,60.26,55.28,0.151,1,0,,48,0,43,early_warning
2022-11-26,1485,0,0.6,25.77,45.5,2.027,87.82,8.029,1.008,99.61,3.457,62.38,54.45,0.108,0,0,,47,0,44,early_warning
2022-11-27,1486,0,11.4,31.79,55.1,2.02,91.02,7.967,1.002,99.53,3.389,61.41,54.41,0.126,0,0,,46,0,45,early_warning
2022-11-28,1487,0,16.1,25.6,58.3,1.999,87.07,8.126,1.014,98.7,3.432,60.67,54.88,0.101,0,0,,45,0,46,early_warning
2022-11-29,1488,0,7.2,22.22,49.6,1.963,85.66,7.846,1.009,99.05,3.397,61.12,55.41,0.112,0,0,,44,0,47,early_warning
2022-11-30,1489,0,17.0,27.6,61.2,2.005,87.96,7.952,1.01,101.29,3.444,61.35,54.34,0.11,0,0,,43,0,48,early_warning
2022-12-01,1490,0,14.8,18.87,47.5,1.981,82.82,7.996,0.992,99.23,3.378,60.76,54.98,0.141,0,0,,42,0,49,early_warning
2022-12-02,1491,0,10.2,18.45,51.0,2.018,84.41,8.095,0.996,100.42,3.37,62.02,54.99,0.132,0,0,,41,0,50,early_warning
